"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","HubSpot defined","Created user","Usages","Fill rate","Last Updated Time","Update Source"
"Record source detail 1","hs_object_source_detail_1","string","First level of detail on how this record was created.","automationplatformflow","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Record source detail 2","hs_object_source_detail_2","string","Second level of detail on how this record was created.","automationplatformflow","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Record source detail 3","hs_object_source_detail_3","string","Third level of detail on how this record was created.","automationplatformflow","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Record source","hs_object_source_label","enumeration","How this record was created.","automationplatformflow","false","","true","true","false","true","false","true","HubSpot","","100%","",""
"Object type","hs_object_type_id","string","The object type that can be enrolled in this workflow.","automationplatformflow","false","","true","true","false","false","false","true","HubSpot","Sales view (11)","100%","",""
"Is re-enrollment enabled","hs_re_enrollment_enabled","bool","Is the workflow re-enrolling objects","automationplatformflow","false","Yes (true); No (false)","false","false","false","false","false","true","HubSpot","","0%","",""
"Created in","hs_source_app","string","The HubSpot app where the workflow was created.","automationplatformflow","false","","true","true","false","false","false","true","HubSpot","Sales view (7)","100%","",""
"Notification Recipients - Teams","hs_team_notification_recipients","enumeration","","automationplatformflow","false","","true","true","false","true","false","true","HubSpot","Sales view (1)","0%","",""
"Enrolled total","hs_total_enrolled","number","The total number of times the workflow has started, including re-enrollments.","automationplatformflow","false","","true","true","false","false","false","true","HubSpot","Sales view (12)","75.45%","",""
"Total lifetime issue activation count","hs_total_lifetime_issue_activation_count","number","This is the total number of times that an issue has been activated on a flow","automationplatformflow","false","","true","true","false","false","false","true","HubSpot","","23.86%","",""
"Enrolled unique","hs_total_unique_contacts_enrolled","number","An estimate of how many different records have enrolled in the workflow.","automationplatformflow","false","","true","true","true","false","false","true","HubSpot","Sales view (7)","75.45%","",""
"Notification Recipients - Users","hs_user_notification_recipients","enumeration","","automationplatformflow","false","","true","true","false","true","false","true","HubSpot","Sales view (1)","3.64%","",""
"Process","process","enumeration","","automationplatformflow","true","MKT - Search engine optimization; MKT - Social Media Marketing; MKT - In-person event hosting or Sponsorship; MKT - Bottom-of-the-funnel form submission; MKT - Marketing Leads outreach; SALES - First contract sale; LS - Onboarding; LS - Retention; LS - Renewal; SALES - Expansion; LS - Churning Recovery; LS - Client Support; LS - Detractors’ Recovery; LS - Use Case Promotion; LS - Billing and inadimplence; DATA OPS - Account Management and Security; DATA OPS - Integrations; Data OPS - Companies; Data OPS - Contacts; Data OPS - Deals and Pipelines; Data OPS - Lists; Data OPS - Tasks; Data OPS - Dashboards, Reports, Goals; Data OPS - Data Management; Data OPS - Complience; Data OPS - CRM Hygiene","false","false","false","false","false","false","Nay Luchetti","Object requirement (1); Sales view (1)","27.95%","",""
"Workflow Owner","workflow_owner","enumeration","","automationplatformflow","false","","false","false","false","true","false","false","Nay Luchetti","Object requirement (1); Sales view (3)","34.55%","",""
