"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","HubSpot defined","Created user","Usages","Fill rate","Last Updated Time","Update Source"
"Product Category","product_category","enumeration","A custom field is used to group product SKUs (e.g., ""Pray Radio,"" ""Pray TV"", “Pray Studio). It simplifies filtering, reporting, and sales analysis by organizing products into meaningful categories.","lineiteminformation","true","PRAY Radio (Pray Radio); PRAYStudio Base (Pray Studio); PRAY TV (PrayTV); PRAY CAAS (Pray CaaS); SuperFunnel (Super Funnel); PRAYStudio AI Tools; Other","false","true","false","false","false","false","Marco Santiago","Rollup property (1); Automation platform flow (4); Dataset (5)","92.1%","",""
"Net price","amount","number","The amount of a line item","price","false","","true","true","true","false","false","true","HubSpot","Dataset (3)","100%","",""
"Unit discount","discount","number","The discount amount applied","price","false","","false","true","false","false","false","true","HubSpot","","0.58%","",""
"Annual contract value","hs_acv","number","The annual contract value (ACV) of this product","price","false","","true","true","true","false","false","true","HubSpot","Rollup property (1); Dataset (3)","100%","",""
"Annual recurring revenue","hs_arr","number","The annual recurring revenue (ARR) of this product","price","false","","true","true","true","false","false","true","HubSpot","Rollup property (1); Dataset (6)","100%","",""
"Unit cost","hs_cost_of_goods_sold","number","The amount that sold goods cost the HubSpot customer","price","false","","false","true","false","false","false","true","HubSpot","Dataset (1)","0.93%","",""
"Discount percentage","hs_discount_percentage","number","The discount percentage applied","price","false","","false","true","false","false","false","true","HubSpot","Dataset (1)","9.87%","",""
"Effective unit price","hs_effective_unit_price","number","Price that gets applied to this line item when volume tier pricing is used","price","false","","true","true","false","false","false","true","HubSpot","","100%","",""
"Margin","hs_margin","number","The margin value of this product","price","false","","true","true","true","false","false","true","HubSpot","","100%","",""
"Annual contract value margin","hs_margin_acv","number","The margin annual contract value of this product","price","false","","true","true","true","false","false","true","HubSpot","","100%","",""
"Annual recurring revenue margin","hs_margin_arr","number","The margin annual recurring revenue of this product","price","false","","true","true","true","false","false","true","HubSpot","Report (1)","100%","",""
"Monthly recurring revenue margin","hs_margin_mrr","number","The margin monthly recurring revenue of this product","price","false","","true","true","true","false","false","true","HubSpot","","100%","",""
"Total contract value margin","hs_margin_tcv","number","The margin total contract value of this product","price","false","","true","true","true","false","false","true","HubSpot","","100%","",""
"Monthly recurring revenue","hs_mrr","number","The monthly recurring revenue (MRR) of this product","price","false","","true","true","true","false","false","true","HubSpot","Rollup property (1); Report (2); Dataset (5)","100%","",""
"Net price after tax","hs_post_tax_amount","number","Amount of line item after applying tax","price","false","","true","true","true","false","false","true","HubSpot","","100%","",""
"Pre discount amount","hs_pre_discount_amount","number","The pre-discount amount of a line item","price","false","","true","true","true","false","false","true","HubSpot","","100%","",""
"Pricing model","hs_pricing_model","enumeration","Defines the pricing model as either 'flat' or one of three tiered options","price","false","Flat (flat); Volume-based (volume); Stair-step (stairstep); Graduated (graduated)","false","true","false","false","false","true","HubSpot","Report (1); Dataset (2)","100%","",""
"Number of payments","hs_recurring_billing_number_of_payments","number","Number of payments for the given period on a Line Item","price","false","","true","true","true","false","false","true","HubSpot","Report (2); Dataset (4)","96.63%","",""
"Billing terms","hs_recurring_billing_terms","enumeration","If there are fixed number payments or it goes on until cancelled","price","false","Fixed number of payments (FIXED) [READ-ONLY]; Automatically renew until cancelled (AUTOMATICALLY_RENEW) [READ-ONLY]","true","true","true","false","false","true","HubSpot","Dataset (5)","77.12%","",""
"Tax amount","hs_tax_amount","number","Amount of tax calculated based on tax rate for this line item","price","false","","true","true","true","false","false","true","HubSpot","","0%","",""
"Tax rate","hs_tax_rate_group_id","enumeration","The tax rate used on this line item","price","false","","false","true","false","true","false","true","HubSpot","","0%","",""
"Total contract value","hs_tcv","number","The total contract value (TCV) of this product","price","false","","true","true","true","false","false","true","HubSpot","Rollup property (1); Report (2); Dataset (6)","100%","",""
"Calculated total discount","hs_total_discount","number","Calculated total Discount for the line item taking in consideration the flat amount and discount percentage.","price","false","","true","true","true","false","false","true","HubSpot","Dataset (1)","100%","",""
"Unit price","price","number","Cost of product","price","false","","false","true","false","false","false","true","HubSpot","Dataset (5)","100%","",""
"Quantity","quantity","number","How many units of a product are in this line item","price","false","","false","true","false","false","false","true","HubSpot","Report (1); Dataset (5)","100%","",""
"Billing frequency","recurringbillingfrequency","enumeration","How often a line item with recurring billing is billed. It informs the pricing calculation for deals and quotes. Line items with one-time billing aren’t included.","price","false","Weekly (weekly); Every two weeks (biweekly); Monthly (monthly); Quarterly (quarterly); Semi-annually (per_six_months); Annually (annually); Every two years (per_two_years); Every three years (per_three_years); Every four years (per_four_years); Every five years (per_five_years)","false","true","false","false","false","true","HubSpot","Rollup property (1); Report (1); Dataset (6)","77.12%","",""
"Tax","tax","number","The tax amount applied","price","false","","false","true","false","false","false","true","HubSpot","","0%","",""
"Delayed billing start by days","hs_billing_start_delay_days","number","Number of days billing should be delayed by. It allows the customers to start billing sometime in the future","term","false","","false","true","false","false","false","true","HubSpot","","0%","",""
"Delayed billing start by months","hs_billing_start_delay_months","number","Number of months billing should be delayed by. It allows the customers to start billing sometime in the future.","term","false","","false","true","false","false","false","true","HubSpot","","0%","",""
"Start billing terms","hs_billing_start_delay_type","enumeration","The type of billing start delay. It can be a fixed date in the future, relative delay in number of days or months","term","false","Custom Date (hs_recurring_billing_start_date) [READ-ONLY]; Delayed start (days) (hs_billing_start_delay_days) [READ-ONLY]; Delayed start (months) (hs_billing_start_delay_months) [READ-ONLY]","true","true","true","false","false","true","HubSpot","Report (1); Dataset (1)","67.36%","",""
"Term","hs_recurring_billing_period","string","Product recurring billing duration","term","false","","false","true","false","false","false","true","HubSpot","Dataset (6)","79.79%","",""
"Billing start date","hs_recurring_billing_start_date","date","Recurring billing start date for a line item","term","false","","false","true","false","false","false","true","HubSpot","Report (2); Dataset (6)","67.36%","",""
